Year,Candidate_ID,Name,State,Category,Total_Score,Percentile,AIR (All India Rank),State_Rank,Category_Rank,Qualified_Status,Cutoff_Score
2022,NEET965444,Candidate_4738,Delhi,SC,237,32.92,88126,879,7609,Yes,136
2018,NEET267457,Candidate_9760,Maharashtra,General,565,78.47,136190,3360,2245,Yes,143
2019,NEET963647,Candidate_2164,Uttar Pradesh,ST,562,78.06,134250,742,3924,Yes,117
2017,NEET840943,Candidate_2551,Delhi,SC,452,62.78,19248,2342,1876,Yes,132
2021,NEET577255,Candidate_4425,Karnataka,SC,543,75.42,162308,2167,6022,Yes,110
2019,NEET272127,Candidate_7151,West Bengal,EWS,547,75.97,198048,1013,9969,Yes,150
2024,NEET138416,Candidate_1371,Tamil Nadu,ST,119,16.53,80088,1355,5048,No,136
2018,NEET740955,Candidate_7125,Uttar Pradesh,SC,139,19.31,52482,3894,1194,Yes,129
2023,NEET822217,Candidate_5132,Uttar Pradesh,OBC,554,76.94,20074,1356,2392,Yes,147
2024,NEET580480,Candidate_7798,Uttar Pradesh,EWS,330,45.83,81208,3268,3803,Yes,149
2019,NEET695598,Candidate_4737,Karnataka,General,348,48.33,198853,3121,6868,Yes,142
2017,NEET553782,Candidate_5184,Uttar Pradesh,ST,156,21.67,111403,3170,5561,Yes,123
2021,NEET345734,Candidate_2414,West Bengal,ST,686,95.28,142761,4244,7918,Yes,116
2017,NEET427266,Candidate_2018,Tamil Nadu,General,412,57.22,119240,1123,6348,Yes,138
2016,NEET638388,Candidate_7439,Uttar Pradesh,EWS,370,51.39,110369,185,5198,Yes,146
2022,NEET220633,Candidate_6729,West Bengal,SC,527,73.19,87868,2531,8058,Yes,102
2018,NEET175995,Candidate_7514,Uttar Pradesh,General,661,91.81,12402,4625,1524,Yes,145
2021,NEET305638,Candidate_1349,Maharashtra,General,537,74.58,41075,1288,2380,Yes,142
2022,NEET479447,Candidate_8563,Tamil Nadu,SC,156,21.67,18456,230,6518,Yes,130
2015,NEET466510,Candidate_9843,West Bengal,ST,625,86.81,154105,3931,3998,Yes,138
2017,NEET145420,Candidate_3338,Uttar Pradesh,ST,681,94.58,125218,1494,7934,Yes,124
2021,NEET882165,Candidate_2899,Delhi,General,586,81.39,54089,4246,8856,Yes,140
2019,NEET593595,Candidate_2114,Uttar Pradesh,OBC,360,50.0,74885,2514,9743,Yes,148
2021,NEET145228,Candidate_8588,Uttar Pradesh,EWS,330,45.83,85136,3036,2664,Yes,149
2021,NEET635210,Candidate_4074,West Bengal,EWS,623,86.53,16603,1663,7011,Yes,147
2022,NEET530035,Candidate_4017,Delhi,SC,171,23.75,148997,716,6095,Yes,123
2017,NEET759507,Candidate_6397,Maharashtra,SC,587,81.53,99263,311,5623,Yes,116
2024,NEET839818,Candidate_5655,West Bengal,SC,366,50.83,31644,1312,895,Yes,101
2021,NEET517304,Candidate_6646,Maharashtra,OBC,432,60.0,124977,374,1318,Yes,141
2022,NEET341049,Candidate_8751,West Bengal,EWS,615,85.42,198572,3683,5477,Yes,142
2021,NEET655637,Candidate_3728,Tamil Nadu,EWS,416,57.78,24674,727,2452,Yes,147
2016,NEET180213,Candidate_4443,Delhi,General,609,84.58,37475,1276,9969,Yes,143
2021,NEET294243,Candidate_9799,Maharashtra,EWS,463,64.31,36708,275,3960,Yes,145
2017,NEET640788,Candidate_9040,Tamil Nadu,EWS,319,44.31,162690,1126,6074,Yes,145
2020,NEET372740,Candidate_3413,Tamil Nadu,ST,623,86.53,176930,2784,1496,Yes,105
2022,NEET234651,Candidate_6445,Uttar Pradesh,EWS,525,72.92,21844,405,5539,Yes,138
2024,NEET969218,Candidate_7561,Maharashtra,General,220,30.56,34391,4422,7777,Yes,139
2021,NEET154540,Candidate_2159,Maharashtra,OBC,269,37.36,187751,2017,6706,Yes,143
2016,NEET174232,Candidate_8227,West Bengal,SC,707,98.19,93446,2407,6490,Yes,107
2019,NEET478363,Candidate_9663,Delhi,ST,150,20.83,148570,3347,1345,Yes,104
2023,NEET735229,Candidate_9901,Uttar Pradesh,SC,691,95.97,172784,2581,2872,Yes,104
2024,NEET166532,Candidate_3425,Tamil Nadu,OBC,392,54.44,157661,2201,1483,Yes,146
2021,NEET238154,Candidate_6792,Karnataka,EWS,686,95.28,188479,4514,207,Yes,146
2016,NEET886831,Candidate_6504,Karnataka,EWS,345,47.92,73274,978,991,Yes,140
2024,NEET325863,Candidate_7103,Tamil Nadu,ST,159,22.08,157747,3124,7626,Yes,125
2017,NEET340070,Candidate_2273,West Bengal,EWS,414,57.5,135954,1558,5079,Yes,142
2018,NEET904170,Candidate_1553,Tamil Nadu,General,410,56.94,163058,1599,1558,Yes,148
2024,NEET806891,Candidate_5082,West Bengal,ST,190,26.39,59335,98,2600,Yes,111
2020,NEET880501,Candidate_4311,Maharashtra,SC,669,92.92,168891,1541,5474,Yes,105
2020,NEET244837,Candidate_3154,Karnataka,SC,321,44.58,112263,2315,488,Yes,109
2021,NEET499640,Candidate_8367,West Bengal,ST,417,57.92,108926,1351,6933,Yes,106
2020,NEET566857,Candidate_5365,Tamil Nadu,ST,553,76.81,61610,2479,1777,Yes,113
2020,NEET111773,Candidate_2020,Maharashtra,EWS,268,37.22,118979,2670,5738,Yes,142
2017,NEET200950,Candidate_2848,Karnataka,ST,236,32.78,76719,2942,5223,Yes,127
2022,NEET111021,Candidate_7027,West Bengal,EWS,641,89.03,160844,2849,417,Yes,139
2019,NEET770340,Candidate_1602,Tamil Nadu,OBC,637,88.47,12338,1520,4030,Yes,149
2023,NEET125670,Candidate_7053,Karnataka,General,217,30.14,199715,1114,4328,Yes,145
2016,NEET706300,Candidate_2929,West Bengal,SC,403,55.97,175509,2924,7297,Yes,100
2016,NEET491490,Candidate_5869,West Bengal,EWS,100,13.89,47214,4923,4296,No,144
2023,NEET763233,Candidate_5780,Uttar Pradesh,OBC,612,85.0,34929,372,5837,Yes,139
2017,NEET157648,Candidate_7231,Delhi,SC,464,64.44,245,4255,1914,Yes,116
2015,NEET430811,Candidate_9886,Maharashtra,General,196,27.22,155650,1820,9037,Yes,148
2019,NEET852776,Candidate_1842,Uttar Pradesh,OBC,156,21.67,62420,1984,4003,Yes,143
2015,NEET727825,Candidate_6039,Karnataka,General,442,61.39,90407,3059,9249,Yes,147
2023,NEET279411,Candidate_4394,West Bengal,OBC,209,29.03,183637,67,7156,Yes,142
2017,NEET736192,Candidate_7884,Karnataka,OBC,527,73.19,185657,3896,8544,Yes,140
2018,NEET485582,Candidate_3090,West Bengal,General,662,91.94,31435,189,157,Yes,142
2023,NEET255446,Candidate_9450,Maharashtra,ST,392,54.44,136312,4547,2548,Yes,138
2021,NEET562448,Candidate_6471,Delhi,ST,566,78.61,50121,4890,5432,Yes,122
2016,NEET944899,Candidate_4093,Uttar Pradesh,SC,165,22.92,149520,544,6733,Yes,110
2020,NEET921956,Candidate_6917,Uttar Pradesh,OBC,309,42.92,114113,4802,6820,Yes,145
2019,NEET500184,Candidate_2002,Tamil Nadu,ST,531,73.75,111779,2329,9277,Yes,113
2022,NEET756409,Candidate_9079,Uttar Pradesh,OBC,205,28.47,87008,3519,7460,Yes,138
2015,NEET333122,Candidate_5757,Uttar Pradesh,General,687,95.42,120583,256,5432,Yes,142
2019,NEET527081,Candidate_5361,West Bengal,SC,230,31.94,165999,305,3619,Yes,115
2015,NEET114454,Candidate_3311,Maharashtra,SC,177,24.58,97532,4376,39,Yes,103
2021,NEET317813,Candidate_7458,Karnataka,EWS,631,87.64,99536,3159,5006,Yes,150
2019,NEET534557,Candidate_4356,Karnataka,ST,599,83.19,95389,3165,3550,Yes,101
2024,NEET239521,Candidate_5163,Maharashtra,OBC,130,18.06,121045,416,3900,No,140
2022,NEET199900,Candidate_5175,Maharashtra,General,562,78.06,34580,1280,8776,Yes,138
2017,NEET543346,Candidate_2988,West Bengal,ST,111,15.42,76574,2428,8585,No,133
2018,NEET824267,Candidate_9621,West Bengal,OBC,151,20.97,6380,4472,959,Yes,141
2023,NEET122147,Candidate_8809,Uttar Pradesh,EWS,432,60.0,90078,1106,687,Yes,149
2023,NEET691290,Candidate_2249,Maharashtra,General,268,37.22,30449,3306,5618,Yes,142
2021,NEET122146,Candidate_5076,Karnataka,EWS,668,92.78,157768,1337,4231,Yes,146
2017,NEET484312,Candidate_8882,Maharashtra,SC,460,63.89,165376,3156,3663,Yes,120
2015,NEET277010,Candidate_4686,West Bengal,EWS,287,39.86,11087,194,1173,Yes,144
2019,NEET612366,Candidate_3262,West Bengal,General,301,41.81,187291,3632,8585,Yes,149
2015,NEET917769,Candidate_6843,Karnataka,ST,609,84.58,99793,121,2142,Yes,113
2015,NEET612412,Candidate_5762,Delhi,OBC,362,50.28,94241,3051,7645,Yes,146
2020,NEET840503,Candidate_3417,Karnataka,SC,154,21.39,193931,711,5732,Yes,126
2018,NEET779172,Candidate_6872,Karnataka,SC,712,98.89,156061,4252,1539,Yes,112
2017,NEET941246,Candidate_4053,Maharashtra,OBC,322,44.72,10287,4207,3118,Yes,149
2017,NEET733376,Candidate_7567,Delhi,OBC,695,96.53,56460,3698,3966,Yes,144
2017,NEET800039,Candidate_1305,Tamil Nadu,SC,524,72.78,25589,3643,7741,Yes,104
2022,NEET576867,Candidate_4493,Karnataka,ST,411,57.08,132743,3960,9377,Yes,118
2021,NEET807390,Candidate_9778,West Bengal,OBC,683,94.86,185020,1326,9659,Yes,150
2024,NEET269485,Candidate_6662,Delhi,OBC,411,57.08,14243,4332,125,Yes,142
2016,NEET362654,Candidate_3212,Delhi,OBC,329,45.69,91784,2829,8882,Yes,143
2024,NEET838473,Candidate_4758,Delhi,General,392,54.44,150308,3231,1560,Yes,150
2018,NEET215908,Candidate_7786,West Bengal,EWS,526,73.06,182019,4400,4128,Yes,141
2019,NEET249198,Candidate_7358,Tamil Nadu,OBC,659,91.53,81383,3360,6675,Yes,144
2017,NEET833515,Candidate_9749,Uttar Pradesh,EWS,171,23.75,116218,1551,3213,Yes,141
2023,NEET481229,Candidate_5736,Maharashtra,OBC,164,22.78,187302,4061,6579,Yes,138
2024,NEET622195,Candidate_9927,Tamil Nadu,OBC,537,74.58,84706,726,7559,Yes,147
2018,NEET532320,Candidate_9194,Maharashtra,EWS,114,15.83,63735,456,3407,No,140
2016,NEET967248,Candidate_5857,Maharashtra,SC,322,44.72,80475,1234,2399,Yes,102
2021,NEET898470,Candidate_7821,Tamil Nadu,EWS,128,17.78,146488,2154,3743,No,147
2018,NEET612197,Candidate_3031,Tamil Nadu,OBC,394,54.72,29198,4957,1229,Yes,145
2018,NEET782021,Candidate_6356,Maharashtra,SC,125,17.36,74657,1137,7866,No,101
2020,NEET885031,Candidate_5285,Delhi,SC,354,49.17,63011,2914,3508,Yes,114
2019,NEET774542,Candidate_6187,Maharashtra,OBC,315,43.75,121046,1985,887,Yes,146
2020,NEET795060,Candidate_3066,Karnataka,SC,336,46.67,176479,97,7398,Yes,137
2022,NEET366343,Candidate_2382,Maharashtra,EWS,591,82.08,141480,3001,5678,Yes,143
2019,NEET452336,Candidate_1912,Tamil Nadu,ST,147,20.42,121440,894,1927,Yes,128
2015,NEET840439,Candidate_4539,Delhi,General,100,13.89,142240,3945,7653,No,144
2015,NEET435573,Candidate_6780,Maharashtra,EWS,227,31.53,126425,1818,8819,Yes,144
2020,NEET446544,Candidate_1976,Maharashtra,General,656,91.11,111005,124,7963,Yes,141
2015,NEET197890,Candidate_3139,Delhi,EWS,365,50.69,190395,3281,6608,Yes,150
2019,NEET601855,Candidate_6241,Tamil Nadu,OBC,166,23.06,87266,3385,1111,Yes,144
2024,NEET859739,Candidate_3556,Delhi,General,704,97.78,187670,2058,6820,Yes,141
2022,NEET467698,Candidate_2245,West Bengal,EWS,114,15.83,70136,2534,8040,No,150
2020,NEET911414,Candidate_5644,Uttar Pradesh,General,559,77.64,101281,2587,479,Yes,141
2015,NEET120130,Candidate_6860,West Bengal,General,618,85.83,127686,4139,764,Yes,138
2021,NEET801066,Candidate_1241,Uttar Pradesh,General,503,69.86,194729,2270,5970,Yes,144
2024,NEET655889,Candidate_4630,West Bengal,ST,189,26.25,17599,770,421,Yes,128
2018,NEET151103,Candidate_5314,Uttar Pradesh,OBC,542,75.28,138407,1585,2818,Yes,139
2019,NEET105487,Candidate_3760,Karnataka,General,485,67.36,148480,3570,8127,Yes,143
2016,NEET720702,Candidate_8271,Delhi,EWS,646,89.72,153815,3242,7455,Yes,141
2015,NEET753591,Candidate_1305,Uttar Pradesh,ST,585,81.25,18412,923,5369,Yes,116
2017,NEET636780,Candidate_5807,Maharashtra,ST,127,17.64,113857,1251,6169,No,122
2017,NEET308210,Candidate_9561,Tamil Nadu,ST,437,60.69,177973,1508,6646,Yes,108
2021,NEET996241,Candidate_7179,Tamil Nadu,SC,136,18.89,198080,4975,1779,No,113
2021,NEET216406,Candidate_1686,Uttar Pradesh,General,295,40.97,152370,1002,3583,Yes,145
2022,NEET246150,Candidate_6741,West Bengal,ST,249,34.58,39129,2630,4960,Yes,131
2016,NEET205493,Candidate_6851,Tamil Nadu,General,123,17.08,89882,2364,306,No,149
2020,NEET955211,Candidate_9433,Delhi,OBC,676,93.89,149423,2557,7653,Yes,138
2018,NEET320396,Candidate_1813,Karnataka,OBC,568,78.89,197852,2154,3100,Yes,138
2019,NEET861439,Candidate_4412,West Bengal,General,418,58.06,174728,3346,5011,Yes,147
2017,NEET342413,Candidate_1183,Tamil Nadu,SC,136,18.89,8447,2859,1002,No,133
2022,NEET360575,Candidate_6515,Maharashtra,ST,297,41.25,17602,862,7406,Yes,102
2024,NEET200153,Candidate_9855,Karnataka,SC,429,59.58,74221,801,5579,Yes,137
2019,NEET767947,Candidate_5649,Karnataka,General,122,16.94,5655,2991,5779,No,148
2024,NEET449546,Candidate_7052,Delhi,General,102,14.17,160309,3048,3222,No,147
2023,NEET327085,Candidate_9815,Karnataka,OBC,391,54.31,125301,3559,9879,Yes,149
2016,NEET167766,Candidate_6713,Delhi,General,420,58.33,2795,2555,3366,Yes,142
2018,NEET902220,Candidate_2013,Delhi,EWS,180,25.0,191280,3082,4637,Yes,144
2020,NEET607710,Candidate_4184,West Bengal,EWS,300,41.67,170300,3891,844,Yes,146
2021,NEET347986,Candidate_9323,Maharashtra,EWS,295,40.97,140890,4168,5590,Yes,140
2020,NEET868321,Candidate_4728,West Bengal,EWS,509,70.69,23935,2028,1117,Yes,148
2018,NEET103084,Candidate_5029,Uttar Pradesh,SC,322,44.72,114380,3215,106,Yes,111
2019,NEET303951,Candidate_2851,Tamil Nadu,ST,153,21.25,74160,931,5865,Yes,101
2016,NEET909826,Candidate_3627,Karnataka,OBC,582,80.83,19710,2034,8568,Yes,144
2017,NEET762965,Candidate_4174,Uttar Pradesh,EWS,437,60.69,44584,1727,9536,Yes,147
2017,NEET181437,Candidate_6095,Uttar Pradesh,EWS,433,60.14,158341,4835,4101,Yes,145
2018,NEET634252,Candidate_4064,West Bengal,OBC,439,60.97,96076,534,4301,Yes,141
2021,NEET418707,Candidate_3556,Delhi,SC,368,51.11,45060,1907,7097,Yes,137
2022,NEET948692,Candidate_2229,West Bengal,OBC,518,71.94,190298,2684,2391,Yes,144
2022,NEET589590,Candidate_8509,Uttar Pradesh,SC,257,35.69,31669,4236,1673,Yes,103
2021,NEET796902,Candidate_4637,Tamil Nadu,EWS,628,87.22,81940,3023,3217,Yes,142
2015,NEET565630,Candidate_3465,Uttar Pradesh,ST,321,44.58,25490,3500,8567,Yes,133
2024,NEET872099,Candidate_4261,Uttar Pradesh,OBC,651,90.42,80800,2117,6717,Yes,140
2023,NEET923767,Candidate_8319,Tamil Nadu,General,462,64.17,81544,1515,2115,Yes,146
2020,NEET351218,Candidate_7091,West Bengal,General,131,18.19,69177,967,3660,No,146
2016,NEET182130,Candidate_7431,Delhi,General,617,85.69,71828,832,7475,Yes,144
2020,NEET572829,Candidate_7788,Karnataka,General,683,94.86,162347,993,2793,Yes,149
2020,NEET513891,Candidate_6453,Maharashtra,OBC,357,49.58,177526,160,2615,Yes,140
2016,NEET509387,Candidate_2093,Delhi,ST,626,86.94,156302,2659,8589,Yes,104
2016,NEET612435,Candidate_3048,Karnataka,OBC,427,59.31,45774,1404,7834,Yes,147
2019,NEET129019,Candidate_3286,Tamil Nadu,ST,665,92.36,71622,3039,9798,Yes,134
2016,NEET914854,Candidate_3675,Tamil Nadu,EWS,588,81.67,39684,2285,8470,Yes,146
2020,NEET284987,Candidate_2235,Tamil Nadu,ST,590,81.94,122472,1119,6020,Yes,103
2015,NEET859256,Candidate_3544,Delhi,General,161,22.36,56844,147,7334,Yes,143
2023,NEET120150,Candidate_8205,Karnataka,OBC,606,84.17,184020,2760,5768,Yes,150
2023,NEET216540,Candidate_3681,Maharashtra,OBC,576,80.0,108662,2510,3380,Yes,148
2015,NEET457408,Candidate_7998,Karnataka,General,483,67.08,163439,4308,2476,Yes,146
2023,NEET573076,Candidate_9313,West Bengal,EWS,318,44.17,191744,1556,7804,Yes,143
2017,NEET982723,Candidate_8873,Delhi,ST,334,46.39,191844,2615,3673,Yes,113
2024,NEET918834,Candidate_5345,West Bengal,OBC,366,50.83,115946,216,2087,Yes,140
2021,NEET975101,Candidate_3549,Uttar Pradesh,General,395,54.86,145875,3851,8766,Yes,141
2023,NEET335947,Candidate_5986,Karnataka,EWS,414,57.5,127580,2919,9793,Yes,139
2019,NEET249544,Candidate_4285,Tamil Nadu,OBC,392,54.44,35462,2783,1261,Yes,139
2021,NEET435149,Candidate_1432,Maharashtra,ST,226,31.39,45388,3541,3237,Yes,108
2019,NEET948463,Candidate_9819,West Bengal,SC,216,30.0,74297,40,7917,Yes,125
2021,NEET992178,Candidate_5557,West Bengal,EWS,245,34.03,70403,2169,9682,Yes,143
2021,NEET602386,Candidate_5527,Karnataka,SC,347,48.19,3736,494,2673,Yes,103
2016,NEET577305,Candidate_1781,Tamil Nadu,ST,530,73.61,160898,1621,8596,Yes,114
2019,NEET833436,Candidate_2025,West Bengal,EWS,372,51.67,60034,1733,7166,Yes,148
2019,NEET572140,Candidate_7899,Delhi,SC,255,35.42,74333,2134,260,Yes,131
2021,NEET504113,Candidate_2660,Tamil Nadu,EWS,176,24.44,142879,2757,7343,Yes,142
2020,NEET952896,Candidate_5393,Delhi,SC,479,66.53,84713,4133,4914,Yes,104
2017,NEET909340,Candidate_8141,Uttar Pradesh,General,460,63.89,194138,1945,6036,Yes,149
2019,NEET407361,Candidate_5799,Uttar Pradesh,General,684,95.0,114026,1516,3662,Yes,146
2023,NEET423123,Candidate_9457,Maharashtra,ST,588,81.67,60944,584,8879,Yes,119
2019,NEET118040,Candidate_3150,Maharashtra,General,302,41.94,70898,4751,9983,Yes,150
2018,NEET743927,Candidate_7093,Maharashtra,OBC,534,74.17,133196,3639,5166,Yes,140
2019,NEET752408,Candidate_5459,Karnataka,OBC,226,31.39,122659,2823,1690,Yes,150
2023,NEET109269,Candidate_2497,Delhi,General,691,95.97,111770,2914,6428,Yes,148
2019,NEET595846,Candidate_8925,Tamil Nadu,EWS,589,81.81,14048,4557,6510,Yes,142
2019,NEET242164,Candidate_3348,Maharashtra,OBC,333,46.25,58291,2161,8902,Yes,140
2024,NEET484511,Candidate_4244,Tamil Nadu,OBC,413,57.36,29390,4678,6894,Yes,144
2022,NEET649789,Candidate_4478,West Bengal,ST,715,99.31,67867,2043,4829,Yes,125
2023,NEET866103,Candidate_3389,Karnataka,OBC,330,45.83,84242,560,1067,Yes,138
2020,NEET733757,Candidate_3411,Tamil Nadu,EWS,523,72.64,1109,4047,6813,Yes,148
2024,NEET132760,Candidate_8033,Karnataka,ST,509,70.69,93780,3873,5121,Yes,126
2020,NEET532566,Candidate_4918,Maharashtra,EWS,258,35.83,79506,3760,2206,Yes,144
2023,NEET882348,Candidate_6443,Uttar Pradesh,ST,235,32.64,166580,128,9668,Yes,102
2015,NEET263281,Candidate_6061,Tamil Nadu,General,546,75.83,80751,2725,3099,Yes,140
2021,NEET138029,Candidate_6099,Maharashtra,ST,322,44.72,44512,1398,2556,Yes,126
2023,NEET112086,Candidate_6448,Maharashtra,ST,576,80.0,19096,4772,9769,Yes,103
2024,NEET346572,Candidate_5390,Tamil Nadu,SC,343,47.64,12309,340,5523,Yes,126
2019,NEET217618,Candidate_7916,Tamil Nadu,SC,226,31.39,171992,3327,6389,Yes,134
2023,NEET605902,Candidate_7428,Maharashtra,ST,441,61.25,39808,1838,3717,Yes,124
2019,NEET969202,Candidate_6159,Karnataka,General,364,50.56,14955,867,6778,Yes,147
2019,NEET238256,Candidate_8086,Tamil Nadu,ST,686,95.28,112012,1808,3115,Yes,117
2022,NEET627452,Candidate_5658,West Bengal,EWS,390,54.17,148848,1939,4635,Yes,144
2017,NEET651634,Candidate_8248,Maharashtra,EWS,282,39.17,195520,3139,6437,Yes,149
2023,NEET116549,Candidate_2890,Tamil Nadu,ST,433,60.14,45619,280,4735,Yes,136
2021,NEET180080,Candidate_4851,Maharashtra,ST,602,83.61,86361,2398,4852,Yes,123
2021,NEET469502,Candidate_9696,Maharashtra,SC,215,29.86,47947,2357,8688,Yes,131
2018,NEET666767,Candidate_4287,Tamil Nadu,OBC,668,92.78,75135,2744,1585,Yes,143
2015,NEET878038,Candidate_5633,Karnataka,ST,589,81.81,64210,4178,7128,Yes,106
2019,NEET675027,Candidate_2816,Tamil Nadu,General,537,74.58,40890,246,5372,Yes,143
2020,NEET192373,Candidate_2705,Uttar Pradesh,General,488,67.78,152452,1720,7140,Yes,148
2020,NEET893989,Candidate_6220,Maharashtra,EWS,205,28.47,128585,1532,4630,Yes,147
2024,NEET927805,Candidate_2607,Tamil Nadu,General,220,30.56,18150,320,5381,Yes,143
2016,NEET110033,Candidate_7694,Delhi,ST,337,46.81,1147,3968,1355,Yes,113
2018,NEET506457,Candidate_1262,Tamil Nadu,SC,274,38.06,183638,301,3104,Yes,128
2017,NEET988921,Candidate_2585,Maharashtra,SC,172,23.89,63248,339,8445,Yes,129
2023,NEET990694,Candidate_8679,Tamil Nadu,EWS,221,30.69,42298,41,6286,Yes,139
2019,NEET110828,Candidate_1239,Karnataka,General,349,48.47,47984,3034,2314,Yes,145
2021,NEET543781,Candidate_6849,Delhi,OBC,372,51.67,148003,1205,3162,Yes,141
2022,NEET978698,Candidate_6558,Tamil Nadu,General,394,54.72,85965,239,4018,Yes,147
2024,NEET632796,Candidate_6103,Delhi,SC,577,80.14,70016,2381,1260,Yes,105
2016,NEET564386,Candidate_8423,Tamil Nadu,ST,124,17.22,79795,3863,1365,No,115
2024,NEET279029,Candidate_3914,Tamil Nadu,ST,435,60.42,16668,2529,5593,Yes,108
2021,NEET465748,Candidate_3661,Uttar Pradesh,ST,130,18.06,27195,592,506,No,111
2023,NEET950869,Candidate_8322,Tamil Nadu,General,452,62.78,90605,3025,3772,Yes,140
2023,NEET287558,Candidate_5283,Karnataka,ST,441,61.25,160072,2164,6946,Yes,122
2023,NEET442761,Candidate_3634,Karnataka,SC,475,65.97,13952,1051,2803,Yes,112
2021,NEET356681,Candidate_4464,Tamil Nadu,ST,612,85.0,54726,4379,160,Yes,125
2019,NEET713183,Candidate_2230,Maharashtra,ST,594,82.5,20979,632,4345,Yes,139
2023,NEET252441,Candidate_6852,Delhi,EWS,629,87.36,50257,2177,7550,Yes,138
2020,NEET696761,Candidate_3116,Maharashtra,OBC,170,23.61,175139,4442,2023,Yes,144
2022,NEET624465,Candidate_7863,West Bengal,SC,245,34.03,65908,4203,8760,Yes,100
2024,NEET151940,Candidate_3391,Tamil Nadu,SC,393,54.58,56340,1608,8833,Yes,126
2020,NEET527098,Candidate_5330,Uttar Pradesh,OBC,592,82.22,144519,2076,92,Yes,145
2020,NEET530750,Candidate_3587,Delhi,General,678,94.17,125692,798,5845,Yes,145
2015,NEET549930,Candidate_9539,Maharashtra,General,259,35.97,142272,917,1950,Yes,140
2017,NEET794403,Candidate_7212,Maharashtra,EWS,569,79.03,135384,4848,7270,Yes,146
2017,NEET808518,Candidate_4496,Tamil Nadu,EWS,661,91.81,99130,1257,9069,Yes,141
2016,NEET535598,Candidate_3799,Delhi,General,573,79.58,162922,231,2791,Yes,141
2024,NEET913890,Candidate_3886,West Bengal,SC,173,24.03,116792,232,1755,Yes,138
2019,NEET352853,Candidate_2353,Karnataka,ST,558,77.5,92149,619,9121,Yes,139
2024,NEET353709,Candidate_4510,West Bengal,ST,391,54.31,108699,3188,5249,Yes,137
2015,NEET544162,Candidate_9672,Delhi,ST,417,57.92,101488,3121,4731,Yes,115
2024,NEET949087,Candidate_2817,Uttar Pradesh,EWS,649,90.14,43312,1152,4072,Yes,144
2018,NEET701054,Candidate_1466,Karnataka,SC,129,17.92,143048,4428,9581,No,125
2020,NEET212574,Candidate_9765,Tamil Nadu,SC,374,51.94,57010,1521,6021,Yes,100
2018,NEET548338,Candidate_7126,Uttar Pradesh,OBC,546,75.83,134235,1649,2241,Yes,147
2018,NEET115339,Candidate_3890,Karnataka,EWS,575,79.86,100912,518,8945,Yes,143
2024,NEET838029,Candidate_3889,Tamil Nadu,General,674,93.61,165160,3634,6131,Yes,144
2019,NEET987677,Candidate_9979,Tamil Nadu,EWS,188,26.11,52157,1875,3705,Yes,138
2018,NEET528886,Candidate_4679,Maharashtra,OBC,402,55.83,78375,749,3863,Yes,150
2019,NEET327101,Candidate_7108,Tamil Nadu,General,614,85.28,59509,2810,9916,Yes,148
2016,NEET852825,Candidate_1107,Delhi,SC,306,42.5,12899,2140,1551,Yes,136
2020,NEET520216,Candidate_4656,Maharashtra,OBC,502,69.72,8884,3899,700,Yes,143
2023,NEET536261,Candidate_3704,West Bengal,EWS,669,92.92,97236,4781,6078,Yes,139
2023,NEET324377,Candidate_9733,Maharashtra,OBC,326,45.28,50257,356,9309,Yes,148
2017,NEET417486,Candidate_1243,Uttar Pradesh,SC,196,27.22,148775,1980,6258,Yes,132
2020,NEET775425,Candidate_5390,Maharashtra,OBC,674,93.61,128080,3312,9837,Yes,142
